date,open,high,low,close,volume
2022-12-30 00:00:00.000000,121.77999877929688,122.33000183105469,120.79000091552734,122.18000030517578,1164400.0
2022-12-29 00:00:00.000000,120.12000274658203,122.9000015258789,119.41999816894531,122.19000244140625,1222800.0
2022-12-28 00:00:00.000000,120.9000015258789,121.37000274658203,119.47000122070312,119.54000091552734,898300.0
2022-12-27 00:00:00.000000,121.31999969482422,121.37000274658203,120.33999633789062,120.81999969482422,823500.0
2022-12-23 00:00:00.000000,121.0199966430664,121.93000030517578,120.58000183105469,121.51000213623047,844700.0
2022-12-22 00:00:00.000000,121.80999755859375,122.19999694824219,120.26000213623047,121.41999816894531,1335300.0
2022-12-21 00:00:00.000000,121.16000366210938,122.79000091552734,120.16999816894531,122.5,1615100.0
2022-12-20 00:00:00.000000,120.54000091552734,122.05999755859375,120.33999633789062,120.41999816894531,1181100.0
2022-12-19 00:00:00.000000,121.55999755859375,121.69000244140625,120.36000061035156,120.79000091552734,1606700.0
2022-12-16 00:00:00.000000,120.7699966430664,121.98999786376953,119.9000015258789,121.73999786376953,4312600.0
2022-12-15 00:00:00.000000,123.62999725341797,124.23999786376953,121.33000183105469,121.7300033569336,1686500.0
2022-12-14 00:00:00.000000,125.8499984741211,126.62999725341797,123.7699966430664,124.66000366210938,1477000.0
2022-12-13 00:00:00.000000,127.76000213623047,128.91000366210938,124.44999694824219,125.68000030517578,2416600.0
2022-12-12 00:00:00.000000,125.75,126.12000274658203,123.47000122070312,125.5999984741211,1666800.0
2022-12-09 00:00:00.000000,126.0999984741211,126.0999984741211,124.18000030517578,124.70999908447266,1985500.0
2022-12-08 00:00:00.000000,127.05000305175781,127.4800033569336,125.2300033569336,126.11000061035156,2259600.0
2022-12-07 00:00:00.000000,127.7699966430664,128.10000610351562,125.31999969482422,126.01000213623047,1489700.0
2022-12-06 00:00:00.000000,130.16000366210938,130.16000366210938,126.76000213623047,127.41000366210938,1943900.0
2022-12-05 00:00:00.000000,132.1699981689453,133.33999633789062,130.00999450683594,130.4199981689453,1745200.0
2022-12-02 00:00:00.000000,130.5800018310547,132.86000061035156,130.36000061035156,132.27999877929688,1233200.0
2022-12-01 00:00:00.000000,131.8300018310547,132.07000732421875,130.1300048828125,131.6199951171875,1806200.0
2022-11-30 00:00:00.000000,127.69000244140625,131.25,126.73999786376953,130.77999877929688,2809700.0
2022-11-29 00:00:00.000000,127.79000091552734,128.72000122070312,126.91000366210938,127.58999633789062,1330200.0
2022-11-28 00:00:00.000000,129.02000427246094,130.13999938964844,128.1699981689453,128.35000610351562,1332000.0
2022-11-25 00:00:00.000000,129.97999572753906,130.27000427246094,129.14999389648438,129.5,781300.0
2022-11-23 00:00:00.000000,130.0,131.6199951171875,129.39999389648438,130.9600067138672,1574800.0
2022-11-22 00:00:00.000000,128.16000366210938,129.64999389648438,127.0199966430664,129.52000427246094,1509400.0
2022-11-21 00:00:00.000000,129.5,130.02000427246094,126.4000015258789,127.86000061035156,1846900.0
