date,open,high,low,close,volume
2022-12-30 00:00:00.000000,50.810001373291016,51.040000915527344,50.45000076293945,50.970001220703125,1823000.0
2022-12-29 00:00:00.000000,50.720001220703125,51.439998626708984,50.630001068115234,51.119998931884766,2884900.0
2022-12-28 00:00:00.000000,51.060001373291016,51.70000076293945,50.279998779296875,50.36000061035156,2247900.0
2022-12-27 00:00:00.000000,50.150001525878906,51.02000045776367,49.540000915527344,50.84000015258789,2643200.0
2022-12-23 00:00:00.000000,49.959999084472656,50.209999084472656,49.540000915527344,50.16999816894531,1837000.0
2022-12-22 00:00:00.000000,50.13999938964844,50.38999938964844,49.0099983215332,50.13999938964844,3015100.0
2022-12-21 00:00:00.000000,50.06999969482422,50.369998931884766,49.81999969482422,50.33000183105469,3579800.0
2022-12-20 00:00:00.000000,49.849998474121094,50.349998474121094,49.59000015258789,49.93000030517578,8072500.0
2022-12-19 00:00:00.000000,49.0,50.279998779296875,49.0,49.95000076293945,5556700.0
2022-12-16 00:00:00.000000,50.400001525878906,50.869998931884766,49.470001220703125,49.709999084472656,9392900.0
2022-12-15 00:00:00.000000,50.900001525878906,51.4900016784668,49.91999816894531,50.7599983215332,7366100.0
2022-12-14 00:00:00.000000,52.97999954223633,53.349998474121094,52.06999969482422,52.29999923706055,6972900.0
2022-12-13 00:00:00.000000,53.630001068115234,53.79999923706055,52.5099983215332,53.16999816894531,4534900.0
2022-12-12 00:00:00.000000,52.220001220703125,52.689998626708984,51.77000045776367,52.630001068115234,3590500.0
2022-12-09 00:00:00.000000,52.439998626708984,53.099998474121094,52.2599983215332,52.380001068115234,4494200.0
2022-12-08 00:00:00.000000,52.43000030517578,53.15999984741211,52.099998474121094,52.619998931884766,3184800.0
2022-12-07 00:00:00.000000,51.47999954223633,52.77000045776367,51.33000183105469,52.349998474121094,5133900.0
2022-12-06 00:00:00.000000,51.0,51.869998931884766,50.880001068115234,51.5099983215332,4969200.0
2022-12-05 00:00:00.000000,52.779998779296875,52.97999954223633,51.130001068115234,51.29999923706055,5018300.0
2022-12-02 00:00:00.000000,51.880001068115234,53.61000061035156,51.779998779296875,53.220001220703125,7442900.0
2022-12-01 00:00:00.000000,56.5,56.91999816894531,52.29999923706055,52.380001068115234,11120100.0
2022-11-30 00:00:00.000000,55.47999954223633,56.54999923706055,54.88999938964844,56.529998779296875,7416300.0
2022-11-29 00:00:00.000000,55.0099983215332,55.86000061035156,54.720001220703125,55.34000015258789,3962100.0
2022-11-28 00:00:00.000000,55.70000076293945,56.029998779296875,55.02000045776367,55.189998626708984,4321100.0
2022-11-25 00:00:00.000000,56.459999084472656,56.72999954223633,55.70000076293945,56.0,2125100.0
2022-11-23 00:00:00.000000,55.38999938964844,56.459999084472656,55.31999969482422,56.29999923706055,3460400.0
2022-11-22 00:00:00.000000,55.83000183105469,55.84000015258789,54.7599983215332,55.31999969482422,3429800.0
2022-11-21 00:00:00.000000,55.029998779296875,56.5099983215332,55.029998779296875,55.83000183105469,2537100.0
2022-11-18 00:00:00.000000,55.0,55.290000915527344,54.52000045776367,55.0,4643500.0
2022-11-17 00:00:00.000000,54.279998779296875,54.59000015258789,53.70000076293945,54.31999969482422,5058500.0
2022-11-16 00:00:00.000000,54.560001373291016,55.61000061035156,54.560001373291016,54.939998626708984,5892600.0
2022-11-15 00:00:00.000000,54.029998779296875,54.880001068115234,53.65999984741211,54.34000015258789,4134100.0
2022-11-14 00:00:00.000000,54.86000061035156,55.04999923706055,53.630001068115234,53.68000030517578,4128600.0
2022-11-11 00:00:00.000000,53.970001220703125,55.18000030517578,53.79999923706055,54.880001068115234,10218300.0
2022-11-10 00:00:00.000000,53.34000015258789,54.119998931884766,52.88999938964844,53.72999954223633,5843300.0
2022-11-09 00:00:00.000000,52.810001373291016,53.060001373291016,51.630001068115234,51.650001525878906,3358200.0
2022-11-08 00:00:00.000000,52.27000045776367,53.2599983215332,51.0099983215332,52.650001525878906,4665200.0
2022-11-07 00:00:00.000000,50.79999923706055,52.349998474121094,50.650001525878906,52.34000015258789,4623300.0
2022-11-04 00:00:00.000000,50.86000061035156,50.959999084472656,49.83000183105469,50.58000183105469,3864000.0
